Title;Year;Country;Genre;IMDB;Score;directors;primaryName
The Chaser;2008;South Korea;Thriller;tt1190539;8;nm2947553;Hong-jin Na
A Man for All Seasons;1966;UK;Historical;tt0060665;9;nm0003593;Fred Zinnemann
The Good, the Bad and the Ugly;1966;Italy;Western;tt0060196;9.5;nm0001466;Sergio Leone
Spirited Away;2001;Japan;Fantasy;tt0245429;9.25;nm0594503;Hayao Miyazaki
My Friend Totoro;1988;Japan;Fantasy;tt0096283;8.5;nm0594503;Hayao Miyazaki
Howl's Moving Castle;2004;Japan;Fantasy;tt0347149;8;nm0594503;Hayao Miyazaki
Ghost in the Shell, Innocence;2004;Japan;SciFi;tt0347246;8;nm0651900;Mamoru Oshii
The Hidden Blade;2004;Japan;Samurai;tt0442286;8.25;nm0945282;Yôji Yamada
Dawn of the Dead;2004;USA;Horror;tt0363547;7.5;nm0811583;Zack Snyder
Inside Out;2015;USA;Drama;tt2096673;7.75;nm0230032;Pete Docter
Up;2009;USA;Drama;tt1049413;8.5;nm0230032;Pete Docter
Wall-E;2008;USA;SciFi;tt0910970;8.75;nm0004056;Andrew Stanton
Ratatouille;2007;USA;Drama;tt0382932;7.75;nm0083348;Brad Bird
Anne of the Thousand Days;1969;UK;Historical;tt0064030;7.75;nm0418986;Charles Jarrott
Le Boucher;1970;France;Thriller;tt0064106;7.5;nm0001031;Claude Chabrol
Fahrenheit 451;1966;UK;Dystopia;tt0060390;8.25;nm0000076;François Truffaut
Fantastic Voyage;1966;USA;SciFi;tt0060397;7.5;nm0281507;Richard Fleischer
La Battaglia di Algeri;1966;Algeria;Historical;tt0058946;9.25;nm0690597;Gillo Pontecorvo
The Hill;1965;UK;War;tt0059274;8.75;nm0001486;Sidney Lumet
The Sound of Music;1965;USA;Musical;tt0059742;8;nm0936404;Robert Wise
Alphaville;1965;France;Crime;tt0058898;7;nm0000419;Jean-Luc Godard
The War Game;1966;UK;War;tt0059894;8;nm0914386;Peter Watkins
Chimes at Midnight;1965;Switzerland;Historical;tt0059012;7.5;nm0000080;Orson Welles
Mary Poppins;1964;USA;Musical;tt0058331;7.5;nm0829038;Robert Stevenson
Dr. Strangelove;1964;USA;Comedy;tt0057012;9.5;nm0000040;Stanley Kubrick
Per un Pugno di Dollari;1964;Italy;Western;tt0058461;8.75;nm0001466;Sergio Leone
A Shot in the Dark;1964;UK;Comedy;tt0058586;7.5;nm0001175;Blake Edwards
The Train;1964;USA;War;tt0059825;9.25;nm0001239;John Frankenheimer
Fail Safe;1964;USA;War;tt0058083;9.5;nm0001486;Sidney Lumet
The Great Escape;1963;USA;War;tt0057115;8.25;nm0836328;John Sturges
Jason and the Argonauts;1963;USA;Fantasy;tt0057197;7.25;nm0149548;Don Chaffey
The Birds;1963;USA;Thriller;tt0056869;8.25;nm0000033;Alfred Hitchcock
The Haunting;1963;USA;Horror;tt0057129;9;nm0936404;Robert Wise
Shock Corridor;1963;USA;Drama;tt0057495;7.75;nm0002087;Samuel Fuller
The Bedford Incident;1965;USA;War;tt0058962;7.5;nm0364805;James B. Harris
Lawrence of Arabia;1962;UK;Historical;tt0056172;10;nm0000180;David Lean
The Man Who Shot Liberty Valance;1962;USA;Western;tt0056217;8.5;nm0000406;John Ford
Seppuku;1962;Japan;Samurai;tt0056058;9.75;nm0462030;Masaki Kobayashi
The Trial;1962;France;Dystopia;tt0057427;8;nm0000080;Orson Welles
Mutiny on the Bounty;1962;USA;Historical;tt0056264;7.75;nm0587277;Lewis Milestone
The Day the Earth Caught Fire;1961;USA;SciFi;tt0054790;7.75;nm0346436;Val Guest
West Side Story;1961;USA;Musical;tt0055614;7.5;nm0936404;Robert Wise
Psycho;1960;USA;Horror;tt0054215;9;nm0000033;Alfred Hitchcock
Spartacus;1960;USA;Historical;tt0054331;8;nm0000040;Stanley Kubrick
The Magnificent Seven;1960;USA;Western;tt0054047;8;nm0836328;John Sturges
The Time Machine;1960;USA;SciFi;tt0054387;7.75;nm0657162;George Pal
Peeping Tom;1960;UK;Thriller;tt0054167;8.5;nm0003836;Michael Powell
Inherit the Wind;1960;USA;Historical;tt0053946;9;nm0006452;Stanley Kramer
Village of the Damned;1960;UK;Horror;tt0054443;7.5;nm0727211;Wolf Rilla
12 Angry Men;1957;USA;Drama;tt0050083;10;nm0001486;Sidney Lumet
The Incredible Shrinking Man;1957;USA;SciFi;tt0050539;7.75;nm0000791;Jack Arnold
Ben-Hur;1959;USA;Action;tt0052618;7.75;nm0943758;William Wyler
Julius Caesar;1953;USA;Historical;tt0045943;8.5;nm0000581;Joseph L. Mankiewicz
War of the Worlds;1953;USA;SciFi;tt0046534;7.5;nm0005738;Byron Haskin
Seven Samurai;1954;Japan;Samurai;tt0047478;9.5;nm0000041;Akira Kurosawa
Rear Window;1954;USA;Thriller;tt0047396;9.5;nm0000033;Alfred Hitchcock
Vertigo;1958;USA;Thriller;tt0052357;9;nm0000033;Alfred Hitchcock
Them!;1954;USA;Horror;tt0047573;7.5;nm0235066;Gordon Douglas
Gojira;1954;Japan;Horror;tt0047034;8.25;nm0393094;Ishirô Honda
The Bridge on the River Kwai;1957;UK;War;tt0050212;8.25;nm0000180;David Lean
Forbidden Planet;1956;USA;SciFi;tt0049223;9;nm0928208;Fred M. Wilcox
Paths of Glory;1957;USA;War;tt0050825;9;nm0000040;Stanley Kubrick
Alice in Wonderland;1951;USA;Fantasy;tt0043274;8;nm0314671;Clyde Geronimi
Le Salaire de la Peur;1953;France;Thriller;tt0046268;9.75;nm0167241;Henri-Georges Clouzot
Moby Dick;1956;USA;Drama;tt0049513;8.5;nm0001379;John Huston
The Fly;1958;USA;Horror;tt0051622;7.25;nm0627087;Kurt Neumann
The Day the Earth Stood Still;1951;USA;SciFi;tt0043456;8.25;nm0936404;Robert Wise
The Killing;1956;USA;Crime;tt0049406;8.5;nm0000040;Stanley Kubrick
Touch of Evil;1958;USA;Crime;tt0052311;9;nm0000080;Orson Welles
The Thing from Another World;1951;USA;Horror;tt0044121;7.5;nm0638528;Christian Nyby
Casablanca;1942;USA;Drama;tt0034583;9;nm0002031;Michael Curtiz
It's a Wonderful Life;1946;USA;Fantasy;tt0038650;9.5;nm0001008;Frank Capra
Citizen Kane;1941;USA;Drama;tt0033467;9.5;nm0000080;Orson Welles
The Great Dictator;1940;USA;Comedy;tt0032553;9;nm0000122;Charles Chaplin
Arsenic and Old Lace;1942;USA;Comedy;tt0036613;9;nm0001008;Frank Capra
O Pátio das Cantigas;1942;Portugal;Comedy;tt0035228;8;nm0722852;Francisco Ribeiro
O Leão da Estrela;1947;Portugal;Comedy;tt0039563;7.75;nm0239069;Arthur Duarte
O Pai Tirano;1941;Portugal;Comedy;tt0033994;8.25;nm0519845;António Lopes Ribeiro
The Wizard of Oz;1939;USA;Fantasy;tt0032138;8.25;nm0281808;Victor Fleming
Modern Times;1936;USA;Comedy;tt0027977;9.5;nm0000122;Charles Chaplin
Mr. Smith Goes to Washington;1939;USA;Comedy;tt0031679;9;nm0001008;Frank Capra
King Kong;1933;USA;Horror;tt0024216;8.5;nm0178260;Merian C. Cooper
La passion de Jeanne d'Arc;1928;France;Historical;tt0019254;10;nm0003433;Carl Theodor Dreyer
The Wind;1928;USA;Drama;tt0019585;9;nm0803705;Victor Sjöström
Metropolis;1927;Germany;Dystopia;tt0017136;9.5;nm0000485;Fritz Lang
The Gold Rush;1925;USA;Comedy;tt0015864;9;nm0000122;Charles Chaplin
Nosferatu;1922;Germany;Horror;tt0013442;9;nm0003638;F.W. Murnau
The Kid;1921;USA;Comedy;tt0012349;9.25;nm0000122;Charles Chaplin
The Adventures of Robin Hood;1938;USA;Action;tt0029843;8.25;nm0002031;Michael Curtiz
Les Misérables;2019;France;Drama;tt10199590;7.5;nm1868177;Lady Ly
The Apartment;1960;USA;Comedy;tt0053604;8.25;nm0000697;Billy Wilder
After the Wedding;2006;Denmark;Drama;tt0457655;7.75;nm0081540;Susanne Bier
Paper Moon;1973;USA;Drama;tt0070510;8.5;nm0000953;Peter Bogdanovich
The Stoning of Soraya M.;2008;USA;Drama;tt1277737;7.75;nm0637493;Cyrus Nowrasteh
Hard Eight;1996;USA;Drama;tt0119256;7.25;nm0000759;Paul Thomas Anderson
The General;1998;Ireland;Drama;tt0120706;7.75;nm0000958;John Boorman
The Interview;1998;Australia;Thriller;tt0120714;7;nm0597516;Craig Monahan
Rosewood;1997;USA;Historical;tt0120036;7.75;nm0005436;John Singleton
Brother/Brat;1997;Russia;Drama;tt0118767;7.5;nm0049326;Aleksey Balabanov
Land and Freedom;1995;UK;Historical;tt0114671;8.25;nm0516360;Ken Loach
Dangerous Beauty;1998;USA;Historical;tt0118892;7;nm0380980;Marshall Herskovitz
The Wind that Shakes the Barley;2006;Ireland;Historical;tt0460989;8.25;nm0516360;Ken Loach
Stalingrad;1993;Germany;Historical;tt0108211;8;nm0005917;Joseph Vilsmaier
Body Heat;1981;USA;Thriller;tt0082089;8;nm0001410;Lawrence Kasdan
The Sting;1973;USA;Thriller;tt0070735;8.5;nm0001351;George Roy Hill
The Ninth Configuration;1980;USA;Drama;tt0081237;7.5;nm0087861;William Peter Blatty
The Killing of a Chinese Bookie;1976;USA;Drama;tt0074749;7;nm0001023;John Cassavetes
Slaughterhouse-Five;1972;USA;Drama;tt0069280;7;nm0001351;George Roy Hill
The Friends of Eddie Coyle;1973;USA;Crime;tt0070077;7.5;nm0946811;Peter Yates
The Long Goodbye;1973;USA;Crime;tt0070334;7;nm0000265;Robert Altman
Charley Varrick;1973;USA;Crime;tt0069865;7.5;nm0796923;Don Siegel
The Shootist;1976;USA;Drama;tt0075213;8;nm0796923;Don Siegel
The Hills have Eyes;1977;USA;Horror;tt0077681;7;nm0000127;Wes Craven
Hardcore;1979;USA;Drama;tt0079271;8;nm0001707;Paul Schrader
Patton;1970;USA;War;tt0066206;8.25;nm0769874;Franklin J. Schaffner
The Anderson Tapes;1971;USA;Crime;tt0066767;7;nm0001486;Sidney Lumet
The Candidate;1972;USA;Politics;tt0068334;7.5;nm0006916;Michael Ritchie
Klute;1971;USA;Thriller;tt0067309;8.25;nm0001587;Alan J. Pakula
L.A. Confidencial;1997;USA;Crime;tt0119488;7.5;nm0000436;Curtis Hanson
Dirty Harry;1971;USA;Thriller;tt0066999;8;nm0796923;Don Siegel
Mean Streets;1973;USA;Drama;tt0070379;7;nm0000217;Martin Scorsese
The Warriors;1979;USA;Thriller;tt0080120;7.25;nm0001353;Walter Hill
Le Cercle Rouge;1970;France;Crime;tt0065531;7;nm0578483;Jean-Pierre Melville
A Touch of Zen;1971;Taiwan;Action;tt0064451;7.5;nm0002254;King Hu
Escape from Alcatraz;1979;USA;Crime;tt0079116;7.25;nm0796923;Don Siegel
Lady Snowblood;1973;Japan;Thriller;tt0158714;9;nm0297846;Toshiya Fujita
The Conformist;1970;Italy;Drama;tt0065571;7;nm0000934;Bernardo Bertolucci
Rumble Fish;1983;USA;Drama;tt0086216;7;nm0000338;Francis Ford Coppola
Romper Stomper;1992;Australia;Drama;tt0105275;7.75;nm0942408;Geoffrey Wright
The Ascent;1977;Russia;War;tt0075404;8.75;nm0791899;Larisa Shepitko
Demon Seed;1977;USA;SciFi;tt0075931;7.25;nm0131910;Donald Cammell
Autumn Sonata;1978;Sweden;Drama;tt0077711;8;nm0000005;Ingmar Bergman
The Ballad of Cable Hogue;1970;USA;Comedy;tt0065446;7;nm0001603;Sam Peckinpah
The Fall of Ako Castle;1978;Japan;Samurai;tt0077135;7.75;nm0297935;Kinji Fukasaku
Shogun Assassin;1980;Japan;Samurai;tt0081506;7.25;nm0593014;Kenji Misumi
Shaft;1971;USA;Crime;tt0067741;7.25;nm0662953;Gordon Parks
Blue Collar;1978;USA;Crime;tt0077248;7.5;nm0001707;Paul Schrader
Le Charme Discret de la Bourgeoisie;1972;France;Comedy;tt0068361;7.75;nm0000320;Luis Buñuel
Amarcord;1973;Italy;Comedy;tt0071129;7.75;nm0000019;Federico Fellini
Frenzy;1972;UK;Thriller;tt0068611;7.75;nm0000033;Alfred Hitchcock
The Parallax View;1974;USA;Thriller;tt0071970;7.25;nm0001587;Alan J. Pakula
The Marriage of Maria Braun;1979;Germany;Drama;tt0079095;9;nm0001202;Rainer Werner Fassbinder
The Night Comes for Us;2018;Indonesia;Action;tt6116856;7.75;nm3464186;Timo Tjahjanto
The Duellists;1977;UK;Drama;tt0075968;7.75;nm0000631;Ridley Scott
Capricorn One;1977;USA;Thriller;tt0077294;7.25;nm0001382;Peter Hyams
Blood Simple;1984;USA;Thriller;tt0086979;7;nm0001053.nm0001054;Cohen Brothers
Carrie;1976;USA;Horror;tt0074285;7.75;nm0000361;Brian De Palma
The Front;1976;USA;Drama;tt0074554;7.5;nm0728688;Martin Ritt
Interiors;1978;USA;Drama;tt0077742;7.25;nm0000095;Woody Allen
Hotel Rwanda;2004;UK;Historical;tt0395169;8.5;nm0313623;Terry George
Sleeper;1973;USA;Comedy;tt0070707;7;nm0000095;Woody Allen
The Tragedy of Macbeth;1971;UK;Drama;tt0067372;7.5;nm0000591;Roman Polanski
Waterloo;1970;Russia;Historical;tt0066549;7.5;nm0094083;Sergey Bondarchuk
That Obscure Object of Desire;1977;France;Drama;tt0075824;8;nm0000320;Luis Buñuel
The China Syndrome;1979;USA;Thriller;tt0078966;8.25;nm0108745;James Bridges
Stroszek;1977;Germany;Drama;tt0075276;7.25;nm0001348;Werner Herzog
Grave of the Fireflies;1988;Japan;Drama;tt0095327;8.5;nm0847223;Isao Takahata
The Day of the Jackal;1973;UK;Thriller;tt0069947;7.75;nm0003593;Fred Zinnemann
Cobra Verde;1987;Germany;Fantasy;tt0094888;7.25;nm0001348;Werner Herzog
A Bridge too Far;1977;UK;War;tt0075784;7.25;nm0000277;Richard Attenborough
The Killers;2014;Indonesia;Crime;tt2409300;8;nm3464186;Timo Tjahjanto 
High Plains Drifter;1973;USA;Western;tt0068699;7.5;nm0000142;Clint Eastwood
The Taking of Pelham 123;1974;USA;Crime;tt0072251;7.75;nm0765121;Joseph Sargent
The Devils;1971;UK;Historical;tt0066993;9;nm0001692;Ken Russell
Altered States;1980;USA;SciFi;tt0080360;7;nm0001692;Ken Russell
The Outsiders;1983;USA;Drama;tt0086066;7.25;nm0000338;Francis Ford Coppola
The Hand That Rocks the Cradle;1992;USA;Thriller;tt0104389;7;nm0000436;Curtis Hanson
Zelig;1983;USA;Comedy;tt0086637;8;nm0000095;Woody Allen
City on Fire;1987;Hong Kong;Crime;tt0093435;7.5;nm0482681;Ringo Lam
The Dead Zone;1983;USA;Thriller;tt0085407;8;nm0000343;David Cronenberg
Scarecrow;1973;USA;Drama;tt0070643;8.5;nm0770234;Jerry Schatzberg
...and Justice for All;1979;USA;Drama;tt0078718;8.5;nm0422484;Norman Jewison
Badlands;1973;USA;Drama;tt0069762;8;nm0000517;Terrence Malick
True Grit;2010;USA;Western;tt1403865;7.75;nm0001053.nm0001054;Cohen Brothers
Panic in Needle Park;1971;USA;Drama;tt0067549;7.5;nm0770234;Jerry Schatzberg
Dallas Buyers Club;2013;USA;Drama;tt0790636;8;nm0885249;Jean-Marc Vallée
Samurai Rebellion;1967;Japan;Samurai;tt0061847;9.25;nm0462030;Masaki Kobayashi
Days of Heaven;1978;USA;Drama;tt0077405;7.25;nm0000517;Terrence Malick
Hard Boiled;1992;Hong Kong;Crime;tt0104684;7;nm0000247;John Woo
Nausicaa of the Valley of the Wind;1984;Japan;Fantasy;tt0087544;8.25;nm0594503;Hayao Miyazaki
The Omen;1976;USA;Horror;tt0075005;7;nm0001149;Richard Donner
Pusher;1996;Denmark;Thriller;tt0117407;7.5;nm0716347;Nicolas Winding Refn
The Bitter Tears of Petra von Kant;1972;Germany;Drama;tt0068278;7.5;nm0001202;Rainer Werner Fassbinder
Sitting Target;1972;UK;Crime;tt0069273;7.5;nm0382779;Douglas Hickox
When the Last Sword is Drawn;2002;Japan;Samurai;tt0359692;7.25;nm0847690;Yôjirô Takita
Signs;2002;USA;Horror;tt0286106;7.25;nm0796117;M. Night Shyamalan
Warrior;2011;USA;Drama;tt1291584;8;nm0640334;Gavin O'Connor
Mr.Klein;1976;France;Drama;tt0074916;8.25;nm0521334;Joseph Losey
Donnie Brasco;1997;USA;Crime;tt0119008;7.75;nm0001565;Mike Newell
Yakuza;1974;USA;Crime;tt0073918;8.75;nm0001628;Sydney Pollack
Fortress;1985;Australia;Thriller;tt0091069;7.25;nm0629774;Arch Nicholson
Martin;1977;USA;Horror;tt0077914;7.5;nm0001681;George A. Romero
Midnight Run;1988;USA;Comedy;tt0095631;8;nm0000976;Martin Brest
Running on Empty;1988;USA;Drama;tt0096018;7.75;nm0001486;Sidney Lumet
Angst;1983;Germany;Horror;tt0165623;7.25;nm0439231;Gerald Kargl
The Insider;1999;USA;Thriller;tt0140352;7.75;nm0000520;Michael Mann
Valmont;1989;France;Drama;tt0098575;7.75;nm0001232;Milos Forman
Ali: Fear Eats the Soul;1974;Germany;Drama;tt0071141;8.5;nm0001202;Rainer Werner Fassbinder
Cabaret;1972;USA;Musical;tt0068327;8;nm0002080;Bob Fosse
Shura, Demons;1971;Japan;Samurai;tt0165473;8.5;nm0559564;Toshio Matsumoto
La Nuit Américaine;1973;France;Comedy;tt0070460;8;nm0000076;François Truffaut
Mephisto;1981;Germany;Drama;tt0082736;8.25;nm0843640;István Szabó
Another Woman;1988;USA;Drama;tt0094663;7.5;nm0000095;Woody Allen
Kramer vs Kramer;1979;USA;Drama;tt0079417;7;nm0000914;Robert Benton
Abre los Ojos;1997;Spain;SciFi;tt0125659;7.75;nm0024622;Alejandro Amenábar
Play it again Sam;1972;USA;Comedy;tt0069097;7;nm0000095;Woody Allen
La Double Vie de Véronique;1991;France;Drama;tt0101765;7.5;nm0001425;Krzysztof Kieslowski
My Left Foot;1989;Ireland;Drama;tt0097937;8;nm0006487;Jim Sheridan
The Royal Tenenbaums;2001;USA;Comedy;tt0265666;7.75;nm0027572;Wes Anderson
Harold and Maude;1971;USA;Comedy;tt0067185;8.5;nm0000797;Hal Ashby
It's Such a Beautiful Day;2012;USA;Drama;tt2396224;8;nm0381116;Don Hertzfeldt
Trois Couleurs: Bleu;1993;France;Drama;tt0108394;7.25;nm0001425;Krzysztof Kieslowski
Gandhi;1982;UK;Historical;tt0083987;9.5;nm0000277;Richard Attenborough
Trois Couleurs: Rouge;1994;France;Drama;tt0111495;8;nm0001425;Krzysztof Kieslowski
Merry Christmas Mr. Lawrence;1983;Japan;War;tt0085933;7;nm0651915;Nagisa Ôshima
Le Chat;1971;France;Drama;tt0066906;7.5;nm0335133;Pierre Granier-Deferre
Your Name;2016;Japan;Fantasy;tt5311514;8.25;nm1396121;Makoto Shinkai
The Goodbye Girl;1977;USA;Comedy;tt0076095;7.25;nm0006889;Herbert Ross
The Last Picture Show;1971;USA;Drama;tt0067328;8;nm0000953;Peter Bogdanovich
Fanny and Alexander;1982;Sweden;Drama;tt0083922;9;nm0000005;Ingmar Bergman
Sleuth;1972;UK;Thriller;tt0069281;8;nm0000581;Joseph L. Mankiewicz
The Last Detail;1973;USA;Comedy;tt0070290;7;nm0000797;Hal Ashby
The Tin Drum;1979;Germany;Drama;tt0078875;7.25;nm0772522;Volker Schlöndorff
Veronika Voss;1982;Germany;Drama;tt0084654;7.25;nm0001202;Rainer Werner Fassbinder
Lion of the Desert;1980;Lybia;Historical;tt0081059;7.5;nm0002160;Moustapha Akkad
The Man Who Would Be King;1975;UK;Action;tt0073341;8;nm0001379;John Huston
In the Realm of the Senses;1976;Japan;Erotic;tt0074102;7.75;nm0651915;Nagisa Ôshima
To Live and Die in L.A.;1985;USA;Crime;tt0090180;7;nm0001243;William Friedkin
Close-Up;1990;Iran;Drama;tt0100234;8;nm0452102;Abbas Kiarostami
The Scarlet and the Black;1983;USA;War;tt0086251;7;nm0518719;Jerry London
Weathering with You;2019;Japan;Fantasy;tt9426210;7.25;nm1396121;Makoto Shinkai
The Inugami Family;1976;Japan;Crime;tt0074691;7.5;nm0406728;Kon Ichikawa
Certified Copy;2010;France;Drama;tt1020773;7.25;nm0452102;Abbas Kiarostami
Rushmore;1998;USA;Comedy;tt0128445;8.25;nm0027572;Wes Anderson
Matewan;1987;USA;Historical;tt0093509;8;nm0000626;John Sayles
Rashomon;1950;Japan;Crime;tt0042876;9;nm0000041;Akira Kurosawa
Where is the Friend's House;1987;Iran;Drama;tt0093342;7.5;nm0452102;Abbas Kiarostami
When Father was Away on Business;1985;Yoguslavia;Drama;tt0089748;7.5;nm0001437;Emir Kusturica
Ryan's Daughter;1970;UK;Drama;tt0066319;8.5;nm0000180;David Lean
Fiddler on the Roof;1971;USA;Musical;tt0067093;8;nm0422484;Norman Jewison
Yojimbo;1961;Japan;Samurai;tt0055630;9.25;nm0000041;Akira Kurosawa
Sanjuro;1962;Japan;Samurai;tt0056443;7.75;nm0000041;Akira Kurosawa
Throne of Blood;1957;Japan;Samurai;tt0050613;8.75;nm0000041;Akira Kurosawa
The Deadly Affair;1967;UK;Thriller;tt0061556;7.25;nm0001486;Sidney Lumet
Onibaba;1964;Japan;Horror;tt0058430;9;nm0793881;Kaneto Shindô
The Manchurian Candidate;1962;USA;Thriller;tt0056218;8.75;nm0001239;John Frankenheimer
Persona;1966;Sweden;Drama;tt0060827;8.25;nm0000005;Ingmar Bergman
Lolita;1962;USA;Drama;tt0056193;7.75;nm0000040;Stanley Kubrick
Le Doulos;1962;France;Crime;tt0054821;7.75;nm0578483;Jean-Pierre Melville
The Tale of Zatoichi;1962;Japan;Samurai;tt0056714;8.5;nm0593014;Kenji Misumi
The Sword of Doom;1966;Japan;Samurai;tt0060277;8.5;nm0645477;Kihachi Okamoto
Kwaidan;1964;Japan;Horror;tt0058279;7.75;nm0462030;Masaki Kobayashi
8½;1963;Italy;Drama;tt0056801;7.25;nm0000019;Federico Fellini
Cape Fear;1962;USA;Thriller;tt0055824;8.25;nm0496746;J. Lee Thompson
La 317ème section;1965;France;War;tt0058863;7.75;nm0006954;Pierre Schoendoerffer
The Night of the Iguana;1964;USA;Drama;tt0058404;8.25;nm0001379;John Huston
Samurai Assassin;1965;Japan;Samurai;tt0059673;7.25;nm0645477;Kihachi Okamoto
Winter Light;1963;Sweden;Drama;tt0057358;7.75;nm0000005;Ingmar Bergman
Ratcatcher;1999;UK;Drama;tt0171685;8;nm0708903;Lynne Ramsay
Jonas qui aura 25 Ans en l'An 2000;1976;Switzerland;Drama;tt0074718;7.25;nm0849609;Alain Tanner
Wild River;1960;USA;Drama;tt0054476;8;nm0001415;Elia Kazan
The Holy Mountain;1973;Mexico;Fantasy;tt0071615;7.75;nm0423524;Alejandro Jodorowsky
True Romance;1993;USA;Crime;tt0108399;7.5;nm0001716;Tony Scott
Ju Dou, Secret Love Hidden Faces;1990;China;Drama;tt0099902;8.25;nm0955443;Yimou Zhang
Thief;1981;USA;Crime;tt0083190;7;nm0000520;Michael Mann
Raise the Red Lantern;1991;China;Drama;tt0101640;8.25;nm0955443;Yimou Zhang
Primal Fear;1996;USA;Crime;tt0117381;8;nm0387706;Gregory Hoblit
Huo Zhe, To Live;1994;China;Drama;tt0110081;9.25;nm0955443;Yimou Zhang
Story of Qiu Ju;1992;China;Drama;tt0105197;7.5;nm0955443;Yimou Zhang
Starred Up;2013;UK;Crime;tt2567712;8.25;nm0533284;David Mackenzie
Farewell my Concubine;1993;China;Historical;tt0106332;9;nm0155280;Kaige Chen
Brat 2;2000;Russia;Crime;tt0238883;7.5;nm0049326;Aleksey Balabanov
Fantastic Mr. Fox;2009;USA;Comedy;tt0432283;7.5;nm0027572;Wes Anderson
Festen, The Celebration;1998;Denmark;Drama;tt0154420;8.25;nm0899121;Thomas Vinterberg
Cronos;1993;Mexico;Horror;tt0104029;7;nm0868219;Guillermo del Toro
Husbands and Wives;1992;USA;Drama;tt0104466;8;nm0000095;Woody Allen
Orphan;2009;USA;Horror;tt1148204;7;nm1429471;Jaume Collet-Serra
Music Box;1989;USA;Drama;tt0100211;7.75;nm0002020;Costa-Gavras
Amen.;2002;France;Drama;tt0280653;8;nm0002020;Costa-Gavras
All or Nothing;2002;UK;Drama;tt0286261;7.75;nm0005139;Mike Leigh
Life is Sweet;1990;UK;Drama;tt0100024;7;nm0005139;Mike Leigh
Submarino;2010;Denmark;Drama;tt1322385;8.25;nm0899121;Thomas Vinterberg
A Man called Ove;2015;Sweden;Comedy;tt4080728;8.25;nm0391502;Hannes Holm
Carlito's Way;1993;USA;Crime;tt0106519;8.25;nm0000361;Brian De Palma
Devils on the Door Step;2000;China;War;tt0245929;9.5;nm0422638;Wen Jiang
Revanche;2008;Germany;Crime;tt1173745;7.75;nm0818608;Götz Spielmann
2010;1984;USA;SciFi;tt0086837;7.25;nm0001382;Peter Hyams
Like Father, Like Son;2013;Japan;Drama;tt2331143;8.25;nm0466153;Hirokazu Koreeda
Europa Europa;1990;Germany;War;tt0099776;7.25;nm0002140;Agnieszka Holland
Loveless;2017;Russia;Drama;tt6304162;7.75;nm1168657;Andrey Zvyagintsev
Los Abrazos Rotos;2009;Spain;Drama;tt0913425;7;nm0000264;Pedro Almodóvar
Aniara;2018;Sweden;SciFi;tt7589524;7.25;nm2445423;Pella Kagerman
Shogun's Shadow;1989;Japan;Samurai;tt0098322;7.75;nm0299175;Yasuo Furuhata
Nobody Knows;2004;Japan;Drama;tt0408664;8.5;nm0466153;Hirokazu Koreeda
Runaway Train;1985;USA;Thriller;tt0089941;8.25;nm0464846;Andrey Konchalovskiy
Carne Tremula;1997;Spain;Drama;tt0118819;7;nm0000264;Pedro Almodóvar
The Wind Rises;2013;Japan;Drama;tt2013293;7.25;nm0594503;Hayao Miyazaki
The Iron Giant;1999;USA;Action;tt0129167;7.5;nm0083348;Brad Bird
The Brotherhood of War;2004;South Korea;War;tt0386064;8.5;nm0437625;Je-kyu Kang
El Secreto de sus Ojos;2009;Argentina;Thriller;tt1305806;9.25;nm0002728;Juan José Campanella
Ford v Ferrari;2019;USA;Action;tt1950186;7.5;nm0003506;James Mangold
Seul contre Tous;1998;France;Drama;tt0157016;7.5;nm0637615;Gaspar Noé
Ordinary People;1980;USA;Drama;tt0081283;7.75;nm0000602;Robert Redford
